Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
78,3.0,0.0,0.0,1837.0,18.0,96.0,5687.0,0.1,52.105000000000025,0.0,0.0,1046.2588667869568,,,,,,,,,,,,,,,,,,,,,18.28992847261696,14.660030219747892,50.450016449511345,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,3.0,0.0,0.0,1871.0,19.0,34.0,5721.0,0.1,14.905999999999993,0.0,0.0,1049.617017030716,,,,,,,,,,,,,,,,,,,,,4.3488023410131476,4.902392595437835,14.787701335374969,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3.0,0.0,0.0,1938.0,20.0,67.0,5788.0,0.1,50.306,0.0,0.0,1055.8667438030243,,,,,,,,,,,,,,,,,,,,,19.794697571588205,16.512882971132285,49.077861908659,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4.0,0.0,0.0,161.0,1.0,161.0,5949.0,0.1,125.71099999999998,0.0,0.0,1376.4836440086365,,,,,,,,,,,,,,,,,,,,,49.493507922856594,37.984313353627634,117.97838401406422,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4.0,0.0,0.0,309.0,2.0,148.0,6097.0,0.1,95.607,0.0,0.0,1389.738489151001,,,,,,,,,,,,,,,,,,,,,41.631928258954964,26.354029961016384,89.62463426156357,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4.0,0.0,0.0,488.0,3.0,179.0,6276.0,0.1,134.606,0.0,0.0,1405.7151355743408,,,,,,,,,,,,,,,,,,,,,57.62671965714064,38.318757828933315,124.53977218597166,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4.0,0.0,0.0,527.0,4.0,39.0,6315.0,0.1,23.606000000000016,0.0,0.0,1409.5057961940765,,,,,,,,,,,,,,,,,,,,,8.188532147526347,8.051254506147954,23.333290493943867,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.0,0.0,0.0,576.0,5.0,49.0,6364.0,0.1,22.40700000000003,0.0,0.0,1414.4234607219696,,,,,,,,,,,,,,,,,,,,,6.469429226321757,7.145324023213079,22.13424432231053,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4.0,0.0,0.0,655.0,6.0,79.0,6443.0,0.1,45.906000000000006,0.0,0.0,1421.7420194149017,,,,,,,,,,,,,,,,,,,,,16.703090984492608,14.400601232659007,44.67576266178602,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,0.0,0.0,688.0,7.0,33.0,6476.0,0.1,17.305000000000017,0.0,0.0,1425.00879240036,,,,,,,,,,,,,,,,,,,,,5.532756043644513,5.9061030650734745,17.156715324493398,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4.0,0.0,0.0,806.0,8.0,118.0,6594.0,0.1,95.10900000000001,0.0,0.0,1435.5751702785492,,,,,,,,,,,,,,,,,,,,,39.36093207621832,29.071579532393795,90.64561059057681,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,0.0,0.0,1002.0,9.0,196.0,6790.0,0.1,111.30799999999982,0.0,0.0,1453.1082391738892,,,,,,,,,,,,,,,,,,,,,41.93251955982199,30.246899610571468,103.29571429915885,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.0,0.0,0.0,1119.0,10.0,117.0,6907.0,0.1,54.10700000000004,0.0,0.0,1463.5965135097504,,,,,,,,,,,,,,,,,,,,,19.04360732074558,13.950439335897514,51.98281158382886,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4.0,0.0,0.0,1249.0,11.0,130.0,7037.0,0.1,88.10799999999992,0.0,0.0,1475.2415313720703,,,,,,,,,,,,,,,,,,,,,32.613495629717,26.307765627162905,84.03623399990259,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4.0,0.0,0.0,1420.0,12.0,171.0,7208.0,0.1,97.10700000000003,0.0,0.0,1490.5309765338898,,,,,,,,,,,,,,,,,,,,,41.41889562376731,24.955764088761136,90.2046880196872,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.0,0.0,0.0,1572.0,13.0,152.0,7360.0,0.1,106.30699999999999,0.0,0.0,1504.1085505485535,,,,,,,,,,,,,,,,,,,,,49.24539563242248,31.009717788800184,99.01964012448065,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,0.0,0.0,1602.0,14.0,30.0,7390.0,0.1,15.505999999999995,0.0,0.0,1507.3608479499817,,,,,,,,,,,,,,,,,,,,,4.993283823927031,5.327471378094067,15.38696001835889,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.0,0.0,0.0,1685.0,15.0,83.0,7473.0,0.1,43.60600000000002,0.0,0.0,1514.9632239341736,,,,,,,,,,,,,,,,,,,,,14.822368166884795,12.513792730791707,42.460622225978284,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,0.0,0.0,1725.0,16.0,40.0,7513.0,0.1,20.805000000000017,0.0,0.0,1518.8464624881744,,,,,,,,,,,,,,,,,,,,,6.777425841202448,6.806001812164661,20.57503245623191,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.0,0.0,0.0,1864.0,17.0,139.0,7652.0,0.1,101.106,0.0,0.0,1531.5598468780518,,,,,,,,,,,,,,,,,,,,,44.981617787465325,29.23371143131483,95.04354717835186,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4.0,0.0,0.0,2265.0,18.0,401.0,8053.0,0.1,330.206,0.0,0.0,1566.500623703003,,,,,,,,,,,,,,,,,,,,,138.06194264579898,83.28150956267035,275.3936729512641,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.0,0.0,0.0,2421.0,19.0,156.0,8209.0,0.1,88.70599999999999,0.0,0.0,1580.328198671341,,,,,,,,,,,,,,,,,,,,,34.899706435085285,23.466643369966295,83.42841920611973,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4.0,0.0,0.0,2518.0,20.0,97.0,8306.0,0.1,61.205,0.0,0.0,1589.1912276744843,,,,,,,,,,,,,,,,,,,,,25.70812556381473,17.977191132500984,58.828910813025225,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
